Year,Géographie,Sexe,data.Age group,Value
2016,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2017,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2018,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2019,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2020,Île-du-Prince-Édouard,Hommes,55 ans et plus,
2015,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2016,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2017,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2018,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2019,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2020,Île-du-Prince-Édouard,Hommes,55 à 64 ans,
2015,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2016,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2017,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2018,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2019,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2020,Île-du-Prince-Édouard,Hommes,65 ans et plus,
2015,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.33
2016,Île-du-Prince-Édouard,Femmes,15 ans et plus,
2017,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.26
2018,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.27
2019,Île-du-Prince-Édouard,Femmes,15 ans et plus,0.26
2020,Île-du-Prince-Édouard,Femmes,15 ans et plus,
2015,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2017,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2018,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2019,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2020,Île-du-Prince-Édouard,Femmes,15 à 24 ans,
2015,Île-du-Prince-Édouard,Femmes,25 ans et plus,
2016,Île-du-Prince-Édouard,Femmes,25 ans et plus,
2017,Île-du-Prince-Édouard,Femmes,25 ans et plus,0.32
2018,Île-du-Prince-Édouard,Femmes,25 ans et plus,0.31
2019,Île-du-Prince-Édouard,Femmes,25 ans et plus,
2020,Île-du-Prince-Édouard,Femmes,25 ans et plus,
2015,Île-du-Prince-Édouard,Femmes,25 à 44 ans,
2016,Île-du-Prince-Édouard,Femmes,25 à 44 ans,
2017,Île-du-Prince-Édouard,Femmes,25 à 44 ans,
2018,Île-du-Prince-Édouard,Femmes,25 à 44 ans,
2019,Île-du-Prince-Édouard,Femmes,25 à 44 ans,
2020,Île-du-Prince-Édouard,Femmes,25 à 44 ans,
2015,Île-du-Prince-Édouard,Femmes,45 ans et plus,
2016,Île-du-Prince-Édouard,Femmes,45 ans et plus,
2017,Île-du-Prince-Édouard,Femmes,45 ans et plus,
2018,Île-du-Prince-Édouard,Femmes,45 ans et plus,
2019,Île-du-Prince-Édouard,Femmes,45 ans et plus,
2020,Île-du-Prince-Édouard,Femmes,45 ans et plus,
2015,Île-du-Prince-Édouard,Femmes,25 à 54 ans,
2016,Île-du-Prince-Édouard,Femmes,25 à 54 ans,
2017,Île-du-Prince-Édouard,Femmes,25 à 54 ans,
2018,Île-du-Prince-Édouard,Femmes,25 à 54 ans,
2019,Île-du-Prince-Édouard,Femmes,25 à 54 ans,
2020,Île-du-Prince-Édouard,Femmes,25 à 54 ans,
2015,Île-du-Prince-Édouard,Femmes,55 ans et plus,
2016,Île-du-Prince-Édouard,Femmes,55 ans et plus,
2017,Île-du-Prince-Édouard,Femmes,55 ans et plus,
2018,Île-du-Prince-Édouard,Femmes,55 ans et plus,
2019,Île-du-Prince-Édouard,Femmes,55 ans et plus,
2020,Île-du-Prince-Édouard,Femmes,55 ans et plus,
2015,Île-du-Prince-Édouard,Femmes,55 à 64 ans,
2016,Île-du-Prince-Édouard,Femmes,55 à 64 ans,
2017,Île-du-Prince-Édouard,Femmes,55 à 64 ans,
2018,Île-du-Prince-Édouard,Femmes,55 à 64 ans,
2019,Île-du-Prince-Édouard,Femmes,55 à 64 ans,
2020,Île-du-Prince-Édouard,Femmes,55 à 64 ans,
2015,Île-du-Prince-Édouard,Femmes,65 ans et plus,
2016,Île-du-Prince-Édouard,Femmes,65 ans et plus,
2017,Île-du-Prince-Édouard,Femmes,65 ans et plus,
2018,Île-du-Prince-Édouard,Femmes,65 ans et plus,
2019,Île-du-Prince-Édouard,Femmes,65 ans et plus,
2020,Île-du-Prince-Édouard,Femmes,65 ans et plus,
2015,Nouvelle-Écosse,Les deux sexes,15 ans et plus,0.31
2016,Nouvelle-Écosse,Les deux sexes,15 ans et plus,0.28
2017,Nouvelle-Écosse,Les deux sexes,15 ans et plus,0.26
2018,Nouvelle-Écosse,Les deux sexes,15 ans et plus,0.25
2019,Nouvelle-Écosse,Les deux sexes,15 ans et plus,0.22
2020,Nouvelle-Écosse,Les deux sexes,15 ans et plus,0.26
2015,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,0.23
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,0.25
2017,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,0.2
2018,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,0.22
2019,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,0.16
2020,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,0.21
2015,Nouvelle-Écosse,Les deux sexes,25 ans et plus,0.34
2016,Nouvelle-Écosse,Les deux sexes,25 ans et plus,0.29
2017,Nouvelle-Écosse,Les deux sexes,25 ans et plus,0.29
2018,Nouvelle-Écosse,Les deux sexes,25 ans et plus,0.27
2019,Nouvelle-Écosse,Les deux sexes,25 ans et plus,0.26
2020,Nouvelle-Écosse,Les deux sexes,25 ans et plus,0.28
2015,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,0.4
2016,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,0.35
2017,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,0.35
2018,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,0.32
2019,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,0.33
2020,Nouvelle-Écosse,Les deux sexes,25 à 44 ans,0.31
2015,Nouvelle-Écosse,Les deux sexes,45 ans et plus,0.31
2016,Nouvelle-Écosse,Les deux sexes,45 ans et plus,0.25
2017,Nouvelle-Écosse,Les deux sexes,45 ans et plus,0.25
2018,Nouvelle-Écosse,Les deux sexes,45 ans et plus,0.24
2019,Nouvelle-Écosse,Les deux sexes,45 ans et plus,0.22
2020,Nouvelle-Écosse,Les deux sexes,45 ans et plus,0.25
2015,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,0.41
2016,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,0.36
2017,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,0.37
2018,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,0.34
2019,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,0.34
2020,Nouvelle-Écosse,Les deux sexes,25 à 54 ans,0.33
2015,Nouvelle-Écosse,Les deux sexes,55 ans et plus,
2016,Nouvelle-Écosse,Les deux sexes,55 ans et plus,
2017,Nouvelle-Écosse,Les deux sexes,55 ans et plus,
2018,Nouvelle-Écosse,Les deux sexes,55 ans et plus,
2019,Nouvelle-Écosse,Les deux sexes,55 ans et plus,
2020,Nouvelle-Écosse,Les deux sexes,55 ans et plus,
2015,Nouvelle-Écosse,Les deux sexes,55 à 64 ans,
2016,Nouvelle-Écosse,Les deux sexes,55 à 64 ans,
2017,Nouvelle-Écosse,Les deux sexes,55 à 64 ans,
2018,Nouvelle-Écosse,Les deux sexes,55 à 64 ans,
2019,Nouvelle-Écosse,Les deux sexes,55 à 64 ans,
2020,Nouvelle-Écosse,Les deux sexes,55 à 64 ans,
2015,Nouvelle-Écosse,Les deux sexes,65 ans et plus,
2016,Nouvelle-Écosse,Les deux sexes,65 ans et plus,
2017,Nouvelle-Écosse,Les deux sexes,65 ans et plus,
2018,Nouvelle-Écosse,Les deux sexes,65 ans et plus,
2019,Nouvelle-Écosse,Les deux sexes,65 ans et plus,
2020,Nouvelle-Écosse,Les deux sexes,65 ans et plus,
2015,Nouvelle-Écosse,Hommes,15 ans et plus,0.31
2016,Nouvelle-Écosse,Hommes,15 ans et plus,0.31
2017,Nouvelle-Écosse,Hommes,15 ans et plus,0.28
2018,Nouvelle-Écosse,Hommes,15 ans et plus,0.25
2019,Nouvelle-Écosse,Hommes,15 ans et plus,0.22
2020,Nouvelle-Écosse,Hommes,15 ans et plus,0.27
2015,Nouvelle-Écosse,Hommes,15 à 24 ans,
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,
2017,Nouvelle-Écosse,Hommes,15 à 24 ans,
2018,Nouvelle-Écosse,Hommes,15 à 24 ans,
2019,Nouvelle-Écosse,Hommes,15 à 24 ans,
2020,Nouvelle-Écosse,Hommes,15 à 24 ans,
2015,Nouvelle-Écosse,Hommes,25 ans et plus,
2016,Nouvelle-Écosse,Hommes,25 ans et plus,0.34
2017,Nouvelle-Écosse,Hommes,25 ans et plus,0.3
2018,Nouvelle-Écosse,Hommes,25 ans et plus,
2019,Nouvelle-Écosse,Hommes,25 ans et plus,
2020,Nouvelle-Écosse,Hommes,25 ans et plus,0.29
2015,Nouvelle-Écosse,Hommes,25 à 44 ans,
2016,Nouvelle-Écosse,Hommes,25 à 44 ans,
2017,Nouvelle-Écosse,Hommes,25 à 44 ans,
2018,Nouvelle-Écosse,Hommes,25 à 44 ans,
2019,Nouvelle-Écosse,Hommes,25 à 44 ans,
2020,Nouvelle-Écosse,Hommes,25 à 44 ans,
2015,Nouvelle-Écosse,Hommes,45 ans et plus,
2016,Nouvelle-Écosse,Hommes,45 ans et plus,
2017,Nouvelle-Écosse,Hommes,45 ans et plus,
2018,Nouvelle-Écosse,Hommes,45 ans et plus,
2019,Nouvelle-Écosse,Hommes,45 ans et plus,
2020,Nouvelle-Écosse,Hommes,45 ans et plus,
2015,Nouvelle-Écosse,Hommes,25 à 54 ans,
2016,Nouvelle-Écosse,Hommes,25 à 54 ans,
2017,Nouvelle-Écosse,Hommes,25 à 54 ans,
2018,Nouvelle-Écosse,Hommes,25 à 54 ans,
2019,Nouvelle-Écosse,Hommes,25 à 54 ans,
2020,Nouvelle-Écosse,Hommes,25 à 54 ans,
2015,Nouvelle-Écosse,Hommes,55 ans et plus,
2016,Nouvelle-Écosse,Hommes,55 ans et plus,
2017,Nouvelle-Écosse,Hommes,55 ans et plus,
2018,Nouvelle-Écosse,Hommes,55 ans et plus,
2019,Nouvelle-Écosse,Hommes,55 ans et plus,
2020,Nouvelle-Écosse,Hommes,55 ans et plus,
2015,Nouvelle-Écosse,Hommes,55 à 64 ans,
2016,Nouvelle-Écosse,Hommes,55 à 64 ans,
2017,Nouvelle-Écosse,Hommes,55 à 64 ans,
2018,Nouvelle-Écosse,Hommes,55 à 64 ans,
2019,Nouvelle-Écosse,Hommes,55 à 64 ans,
2020,Nouvelle-Écosse,Hommes,55 à 64 ans,
2015,Nouvelle-Écosse,Hommes,65 ans et plus,
2016,Nouvelle-Écosse,Hommes,65 ans et plus,
2017,Nouvelle-Écosse,Hommes,65 ans et plus,
2018,Nouvelle-Écosse,Hommes,65 ans et plus,
2019,Nouvelle-Écosse,Hommes,65 ans et plus,
2020,Nouvelle-Écosse,Hommes,65 ans et plus,
2015,Nouvelle-Écosse,Femmes,15 ans et plus,0.3
2016,Nouvelle-Écosse,Femmes,15 ans et plus,0.27
2017,Nouvelle-Écosse,Femmes,15 ans et plus,0.25
2018,Nouvelle-Écosse,Femmes,15 ans et plus,0.25
2019,Nouvelle-Écosse,Femmes,15 ans et plus,0.22
2020,Nouvelle-Écosse,Femmes,15 ans et plus,0.25
2015,Nouvelle-Écosse,Femmes,15 à 24 ans,
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,
2017,Nouvelle-Écosse,Femmes,15 à 24 ans,
2018,Nouvelle-Écosse,Femmes,15 à 24 ans,0.2
2019,Nouvelle-Écosse,Femmes,15 à 24 ans,0.17
2020,Nouvelle-Écosse,Femmes,15 à 24 ans,
2015,Nouvelle-Écosse,Femmes,25 ans et plus,0.35
2016,Nouvelle-Écosse,Femmes,25 ans et plus,0.27
2017,Nouvelle-Écosse,Femmes,25 ans et plus,0.28
2018,Nouvelle-Écosse,Femmes,25 ans et plus,0.27
2019,Nouvelle-Écosse,Femmes,25 ans et plus,0.25
2020,Nouvelle-Écosse,Femmes,25 ans et plus,0.27
2015,Nouvelle-Écosse,Femmes,25 à 44 ans,
2016,Nouvelle-Écosse,Femmes,25 à 44 ans,0.32
2017,Nouvelle-Écosse,Femmes,25 à 44 ans,0.34
2018,Nouvelle-Écosse,Femmes,25 à 44 ans,
2019,Nouvelle-Écosse,Femmes,25 à 44 ans,0.3
2020,Nouvelle-Écosse,Femmes,25 à 44 ans,
2015,Nouvelle-Écosse,Femmes,45 ans et plus,0.32
2016,Nouvelle-Écosse,Femmes,45 ans et plus,0.24
2017,Nouvelle-Écosse,Femmes,45 ans et plus,0.25
2018,Nouvelle-Écosse,Femmes,45 ans et plus,0.24
2019,Nouvelle-Écosse,Femmes,45 ans et plus,
2020,Nouvelle-Écosse,Femmes,45 ans et plus,
2015,Nouvelle-Écosse,Femmes,25 à 54 ans,0.39
2016,Nouvelle-Écosse,Femmes,25 à 54 ans,0.32
2017,Nouvelle-Écosse,Femmes,25 à 54 ans,0.35
2018,Nouvelle-Écosse,Femmes,25 à 54 ans,0.32
2019,Nouvelle-Écosse,Femmes,25 à 54 ans,0.31
2020,Nouvelle-Écosse,Femmes,25 à 54 ans,0.31
2015,Nouvelle-Écosse,Femmes,55 ans et plus,
2016,Nouvelle-Écosse,Femmes,55 ans et plus,
2017,Nouvelle-Écosse,Femmes,55 ans et plus,
2018,Nouvelle-Écosse,Femmes,55 ans et plus,
2019,Nouvelle-Écosse,Femmes,55 ans et plus,
2020,Nouvelle-Écosse,Femmes,55 ans et plus,
2015,Nouvelle-Écosse,Femmes,55 à 64 ans,
2016,Nouvelle-Écosse,Femmes,55 à 64 ans,
2017,Nouvelle-Écosse,Femmes,55 à 64 ans,
2018,Nouvelle-Écosse,Femmes,55 à 64 ans,
2019,Nouvelle-Écosse,Femmes,55 à 64 ans,
2020,Nouvelle-Écosse,Femmes,55 à 64 ans,
2015,Nouvelle-Écosse,Femmes,65 ans et plus,
2016,Nouvelle-Écosse,Femmes,65 ans et plus,
2017,Nouvelle-Écosse,Femmes,65 ans et plus,
2018,Nouvelle-Écosse,Femmes,65 ans et plus,
2019,Nouvelle-Écosse,Femmes,65 ans et plus,
2020,Nouvelle-Écosse,Femmes,65 ans et plus,
2015,Nouveau-Brunswick,Les deux sexes,15 ans et plus,0.3
2016,Nouveau-Brunswick,Les deux sexes,15 ans et plus,0.26
2017,Nouveau-Brunswick,Les deux sexes,15 ans et plus,0.25
2018,Nouveau-Brunswick,Les deux sexes,15 ans et plus,0.23
2019,Nouveau-Brunswick,Les deux sexes,15 ans et plus,0.23
2020,Nouveau-Brunswick,Les deux sexes,15 ans et plus,0.26
2015,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,0.21
2016,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,0.2
2017,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,
2018,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,0.21
2019,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,0.21
2020,Nouveau-Brunswick,Les deux sexes,15 à 24 ans,
2015,Nouveau-Brunswick,Les deux sexes,25 ans et plus,0.35
2016,Nouveau-Brunswick,Les deux sexes,25 ans et plus,0.3
2017,Nouveau-Brunswick,Les deux sexes,25 ans et plus,0.27
2018,Nouveau-Brunswick,Les deux sexes,25 ans et plus,0.24
2019,Nouveau-Brunswick,Les deux sexes,25 ans et plus,0.24
2020,Nouveau-Brunswick,Les deux sexes,25 ans et plus,0.27
2015,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,0.48
2016,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,0.39
2017,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,0.38
2018,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,0.31
2019,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,
2020,Nouveau-Brunswick,Les deux sexes,25 à 44 ans,
2015,Nouveau-Brunswick,Les deux sexes,45 ans et plus,0.27
2016,Nouveau-Brunswick,Les deux sexes,45 ans et plus,0.25
2017,Nouveau-Brunswick,Les deux sexes,45 ans et plus,
2018,Nouveau-Brunswick,Les deux sexes,45 ans et plus,0.2
2019,Nouveau-Brunswick,Les deux sexes,45 ans et plus,0.2
2020,Nouveau-Brunswick,Les deux sexes,45 ans et plus,0.23
2015,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,0.45
2016,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,0.37
2017,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,0.38
2018,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,0.31
2019,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,0.32
2020,Nouveau-Brunswick,Les deux sexes,25 à 54 ans,0.34
2015,Nouveau-Brunswick,Les deux sexes,55 ans et plus,
2016,Nouveau-Brunswick,Les deux sexes,55 ans et plus,
2017,Nouveau-Brunswick,Les deux sexes,55 ans et plus,
2018,Nouveau-Brunswick,Les deux sexes,55 ans et plus,
2019,Nouveau-Brunswick,Les deux sexes,55 ans et plus,
2020,Nouveau-Brunswick,Les deux sexes,55 ans et plus,
2015,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,
2016,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,
2017,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,
2018,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,
2019,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,
2020,Nouveau-Brunswick,Les deux sexes,55 à 64 ans,
2015,Nouveau-Brunswick,Les deux sexes,65 ans et plus,
2016,Nouveau-Brunswick,Les deux sexes,65 ans et plus,
2017,Nouveau-Brunswick,Les deux sexes,65 ans et plus,
2018,Nouveau-Brunswick,Les deux sexes,65 ans et plus,
2019,Nouveau-Brunswick,Les deux sexes,65 ans et plus,
2020,Nouveau-Brunswick,Les deux sexes,65 ans et plus,
2015,Nouveau-Brunswick,Hommes,15 ans et plus,0.3
2016,Nouveau-Brunswick,Hommes,15 ans et plus,0.29
2017,Nouveau-Brunswick,Hommes,15 ans et plus,
2018,Nouveau-Brunswick,Hommes,15 ans et plus,0.22
2019,Nouveau-Brunswick,Hommes,15 ans et plus,0.24
2020,Nouveau-Brunswick,Hommes,15 ans et plus,0.27
2015,Nouveau-Brunswick,Hommes,15 à 24 ans,
2016,Nouveau-Brunswick,Hommes,15 à 24 ans,
2017,Nouveau-Brunswick,Hommes,15 à 24 ans,
2018,Nouveau-Brunswick,Hommes,15 à 24 ans,
2019,Nouveau-Brunswick,Hommes,15 à 24 ans,
2020,Nouveau-Brunswick,Hommes,15 à 24 ans,
2015,Nouveau-Brunswick,Hommes,25 ans et plus,0.35
2016,Nouveau-Brunswick,Hommes,25 ans et plus,
2017,Nouveau-Brunswick,Hommes,25 ans et plus,
2018,Nouveau-Brunswick,Hommes,25 ans et plus,
2019,Nouveau-Brunswick,Hommes,25 ans et plus,
2020,Nouveau-Brunswick,Hommes,25 ans et plus,
2015,Nouveau-Brunswick,Hommes,25 à 44 ans,
2016,Nouveau-Brunswick,Hommes,25 à 44 ans,
2017,Nouveau-Brunswick,Hommes,25 à 44 ans,
2018,Nouveau-Brunswick,Hommes,25 à 44 ans,
2019,Nouveau-Brunswick,Hommes,25 à 44 ans,
2020,Nouveau-Brunswick,Hommes,25 à 44 ans,
2015,Nouveau-Brunswick,Hommes,45 ans et plus,
2016,Nouveau-Brunswick,Hommes,45 ans et plus,
2017,Nouveau-Brunswick,Hommes,45 ans et plus,
2018,Nouveau-Brunswick,Hommes,45 ans et plus,
2019,Nouveau-Brunswick,Hommes,45 ans et plus,
2020,Nouveau-Brunswick,Hommes,45 ans et plus,
2015,Nouveau-Brunswick,Hommes,25 à 54 ans,
2016,Nouveau-Brunswick,Hommes,25 à 54 ans,
2017,Nouveau-Brunswick,Hommes,25 à 54 ans,
2018,Nouveau-Brunswick,Hommes,25 à 54 ans,
2019,Nouveau-Brunswick,Hommes,25 à 54 ans,
2020,Nouveau-Brunswick,Hommes,25 à 54 ans,
2015,Nouveau-Brunswick,Hommes,55 ans et plus,
2016,Nouveau-Brunswick,Hommes,55 ans et plus,
2017,Nouveau-Brunswick,Hommes,55 ans et plus,
2018,Nouveau-Brunswick,Hommes,55 ans et plus,
2019,Nouveau-Brunswick,Hommes,55 ans et plus,
2020,Nouveau-Brunswick,Hommes,55 ans et plus,
2015,Nouveau-Brunswick,Hommes,55 à 64 ans,
2016,Nouveau-Brunswick,Hommes,55 à 64 ans,
2017,Nouveau-Brunswick,Hommes,55 à 64 ans,
2018,Nouveau-Brunswick,Hommes,55 à 64 ans,
2019,Nouveau-Brunswick,Hommes,55 à 64 ans,
2020,Nouveau-Brunswick,Hommes,55 à 64 ans,
2015,Nouveau-Brunswick,Hommes,65 ans et plus,
2016,Nouveau-Brunswick,Hommes,65 ans et plus,
2017,Nouveau-Brunswick,Hommes,65 ans et plus,
2018,Nouveau-Brunswick,Hommes,65 ans et plus,
2019,Nouveau-Brunswick,Hommes,65 ans et plus,
2020,Nouveau-Brunswick,Hommes,65 ans et plus,
2015,Nouveau-Brunswick,Femmes,15 ans et plus,0.3
2016,Nouveau-Brunswick,Femmes,15 ans et plus,0.25
2017,Nouveau-Brunswick,Femmes,15 ans et plus,0.24
2018,Nouveau-Brunswick,Femmes,15 ans et plus,0.24
2019,Nouveau-Brunswick,Femmes,15 ans et plus,0.22
2020,Nouveau-Brunswick,Femmes,15 ans et plus,0.24
2015,Nouveau-Brunswick,Femmes,15 à 24 ans,
2016,Nouveau-Brunswick,Femmes,15 à 24 ans,
2017,Nouveau-Brunswick,Femmes,15 à 24 ans,
2018,Nouveau-Brunswick,Femmes,15 à 24 ans,
2019,Nouveau-Brunswick,Femmes,15 à 24 ans,
2020,Nouveau-Brunswick,Femmes,15 à 24 ans,
2015,Nouveau-Brunswick,Femmes,25 ans et plus,0.36
2016,Nouveau-Brunswick,Femmes,25 ans et plus,0.28
2017,Nouveau-Brunswick,Femmes,25 ans et plus,0.26
2018,Nouveau-Brunswick,Femmes,25 ans et plus,0.24
2019,Nouveau-Brunswick,Femmes,25 ans et plus,0.23
2020,Nouveau-Brunswick,Femmes,25 ans et plus,0.25
2015,Nouveau-Brunswick,Femmes,25 à 44 ans,0.46
2016,Nouveau-Brunswick,Femmes,25 à 44 ans,0.35
2017,Nouveau-Brunswick,Femmes,25 à 44 ans,
2018,Nouveau-Brunswick,Femmes,25 à 44 ans,
2019,Nouveau-Brunswick,Femmes,25 à 44 ans,
2020,Nouveau-Brunswick,Femmes,25 à 44 ans,
2015,Nouveau-Brunswick,Femmes,45 ans et plus,0.29
2016,Nouveau-Brunswick,Femmes,45 ans et plus,
2017,Nouveau-Brunswick,Femmes,45 ans et plus,
2018,Nouveau-Brunswick,Femmes,45 ans et plus,
2019,Nouveau-Brunswick,Femmes,45 ans et plus,
2020,Nouveau-Brunswick,Femmes,45 ans et plus,
2015,Nouveau-Brunswick,Femmes,25 à 54 ans,0.43
2016,Nouveau-Brunswick,Femmes,25 à 54 ans,0.33
2017,Nouveau-Brunswick,Femmes,25 à 54 ans,0.33
2018,Nouveau-Brunswick,Femmes,25 à 54 ans,0.31
2019,Nouveau-Brunswick,Femmes,25 à 54 ans,
2020,Nouveau-Brunswick,Femmes,25 à 54 ans,
2015,Nouveau-Brunswick,Femmes,55 ans et plus,
2016,Nouveau-Brunswick,Femmes,55 ans et plus,
2017,Nouveau-Brunswick,Femmes,55 ans et plus,
2018,Nouveau-Brunswick,Femmes,55 ans et plus,
2019,Nouveau-Brunswick,Femmes,55 ans et plus,
2020,Nouveau-Brunswick,Femmes,55 ans et plus,
2015,Nouveau-Brunswick,Femmes,55 à 64 ans,
2016,Nouveau-Brunswick,Femmes,55 à 64 ans,
2017,Nouveau-Brunswick,Femmes,55 à 64 ans,
2018,Nouveau-Brunswick,Femmes,55 à 64 ans,
2019,Nouveau-Brunswick,Femmes,55 à 64 ans,
2020,Nouveau-Brunswick,Femmes,55 à 64 ans,
2015,Nouveau-Brunswick,Femmes,65 ans et plus,
2016,Nouveau-Brunswick,Femmes,65 ans et plus,
2017,Nouveau-Brunswick,Femmes,65 ans et plus,
2018,Nouveau-Brunswick,Femmes,65 ans et plus,
2019,Nouveau-Brunswick,Femmes,65 ans et plus,
2020,Nouveau-Brunswick,Femmes,65 ans et plus,
2015,Québec,Les deux sexes,15 ans et plus,0.24
2016,Québec,Les deux sexes,15 ans et plus,0.22
2017,Québec,Les deux sexes,15 ans et plus,0.21
2018,Québec,Les deux sexes,15 ans et plus,0.18
2019,Québec,Les deux sexes,15 ans et plus,0.13
2020,Québec,Les deux sexes,15 ans et plus,0.16
2015,Québec,Les deux sexes,15 à 24 ans,0.15
2016,Québec,Les deux sexes,15 à 24 ans,0.13
2017,Québec,Les deux sexes,15 à 24 ans,0.11
2018,Québec,Les deux sexes,15 à 24 ans,0.1
2019,Québec,Les deux sexes,15 à 24 ans,0.07
2020,Québec,Les deux sexes,15 à 24 ans,0.09
2015,Québec,Les deux sexes,25 ans et plus,0.31
2016,Québec,Les deux sexes,25 ans et plus,0.27
2017,Québec,Les deux sexes,25 ans et plus,0.26
2018,Québec,Les deux sexes,25 ans et plus,0.23
2019,Québec,Les deux sexes,25 ans et plus,0.17
2020,Québec,Les deux sexes,25 ans et plus,0.21
2015,Québec,Les deux sexes,25 à 44 ans,0.38
2016,Québec,Les deux sexes,25 à 44 ans,0.34
2017,Québec,Les deux sexes,25 à 44 ans,0.34
2018,Québec,Les deux sexes,25 à 44 ans,0.29
2019,Québec,Les deux sexes,25 à 44 ans,0.22
2020,Québec,Les deux sexes,25 à 44 ans,0.25
2015,Québec,Les deux sexes,45 ans et plus,0.25
2016,Québec,Les deux sexes,45 ans et plus,0.23
